level,puzzle,answer
3,005000900000040000000820000000600000240000000000001560000070082000000300009005000,485316927962547831137829645513694278246758193798231564651973482874162359329485716
4,703000040001000000020048070000001500079005006000000002080900050000600000207300090,793526841841793265526148973462871539179235486358469712684912357935687124217354698
5,670002050001600300800709064700450009010200003504093780387901420192534006056827001,679342158241685397835719264723458619918276543564193782387961425192534876456827931
1,040057000501300000000100065060000052000082900109000400000700600700034200004800071,846257139571396824293148765468971352357482916129563487982715643715634298634829571
2,000007040005000000801200600040003000020009000000010500006080000000000090000000037,362157948495638712871294653549873261127569384683412579936781425714325896258946137
3,736000200049026537200730060070000840304008020628000019502314070007000000003987052,736549281149826537285731964971263845354198726628475319592314678817652493463987152
4,000001032030800004600004070080050000000009600006700020800100400701040000002090006,574961832239875164618234579987652341123489657456713928865127493791346285342598716
5,010300007000079005890102064000025136002000478601000950003064781020537649470918523,215346897364879215897152364789425136532691478641783952953264781128537649476918523
1,009057000003000080000006000000000007000000602905100000080300010000000000260000000,819457263643291785752836941426983157138745692975162834587329416391674528264518379
2,500709000000000800401000002002600000008000000900500070300000050000021000000000000,523789614679214835481356792152678943748193526936542178314867259895421367267935481
3,602007401070042000004800002030170050020408030005000008003700004807010906000084000,682537491371942865594861372438176259926458137715293648163729584847315926259684713
4,600000027907308000008600900000200050010000300005009000704000009000405086060003010,643591827927348165158627943879236451216754398435819672784162539391475286562983714
5,000020700500100600400000008001000200296503480835400970057200804162000397384967105,618325749579148632423796518741689253296573481835412976957231864162854397384967125
1,400070000370000140006080025800000600509031000010508300080900400001050003043007010,458172936372695148196384725837249651569731284214568397785913462921456873643827519
2,010007006400500000702830000000000000020000647841000003000450830000070900090001004,315297486489516372762834159657943218923185647841762593276459831134678925598321764
3,000060400050800076700205908420000000000000023086000709005400000037098060240070005,819763452352849176764215938423957681971684523586321749695432817137598264248176395
4,062003000000000090070406000020890000000010000000000203000000000900000080000007600,162973845453128796879456321321895467746312958598764213685239174937641582214587639
5,200006000000704000005000900801963502302007086000480190079035240503148760684279000,217396854938754621465821937841963572392517486756482193179635248523148769684279315
1,000000420000000000100035090000801005046200000000000000500000003008007000000400000,753918426689724351124635798372841965846259137915376284597162843438597612261483579
2,000400000000200900063000000000007016000003000800000000204000800900000000000076005,592438671781265943463719582349587216625143798817692354274351869956824137138976425
3,030040027400060000010000000006020000000000009000000801002000040090008000000001000,638149527479562318215387496186925734547813269923674851852796143391458672764231985
4,000080040020001008000240500230060070091000026008300900006900000040006005900530000,369785142524691738187243569235469871491857326678312954756928413843176295912534687
5,002000001480000009000607000230060700500040890704500613175980204826031950943070186,652894371487312569319657428238169745561743892794528613175986234826431957943275186
1,400000900600014500007069000000700300000240600000000051900670400000008000300000206,418527963639814527527369814896751342175243689243986751951672438762438195384195276
2,004000030000000000050002007020000600000300080100000000000006000308100000000007205,214798536987653421653412897829571643745369182136284759572946318368125974491837265
3,040060025000002900005470160000000037260000510079000000097005040400090000530601002,743169825186352974925478163851926437264837519379514286697285341412793658538641792
4,000004701003750200000030000610000000000076003000040507090000008305000009270060005,529684731483751296761932854617593482854276913932148567196425378345817629278369145
5,700102300003809500001600007410596208380400600002783050070945023500268791029310460,798152346643879512251634987417596238385421679962783154176945823534268791829317465
1,050800200000090000000000070000204800906000000000000100040100000000000090000005063,759816234832497615461352978317264859926581347584973126645139782273648591198725463
2,090000001000050008060003000008400000000009620005000000000700004000000900007080000,594278361731654298862193457928465713473819625615327849259736184386541972147982536
3,020000600060005008001620043690002000000500907004000080900400200006013050070000400,723184695469375128851629743697832514382541967514967382938456271246713859175298436
